time_s,throttle_norm,rudder_norm,speed_mps,yaw_rate_rps
7.279698,0.000000,0.000000,0.044842,-0.054432
7.379698,0.000000,0.000000,0.058327,-0.053224
7.479698,0.000000,0.000000,0.057697,-0.043342
7.579698,0.000000,0.000000,0.053524,-0.045020
7.679698,0.000000,0.000000,0.043749,-0.052226
7.779698,0.000000,0.000000,0.030243,-0.050987
7.879698,0.000000,0.000000,0.037642,-0.044916
7.979698,0.000000,0.000000,0.058981,-0.044498
8.079698,0.000000,0.000000,0.068302,-0.048702
8.179698,0.000000,0.000000,0.069581,-0.051708
8.279698,0.000000,0.000000,0.070295,-0.047719
8.379698,0.000000,0.000000,0.070632,-0.044787
8.479698,0.000000,0.000000,0.065459,-0.048798
8.579698,0.000000,0.000000,0.056597,-0.054596
8.679698,0.000000,0.000000,0.047897,-0.053068
8.779698,0.000000,0.000000,0.039238,-0.046960
8.879698,0.000000,0.000000,0.036912,-0.048174
8.979698,0.000000,0.000000,0.038803,-0.055902
9.079698,0.000000,0.000000,0.052166,-0.060377
9.179698,0.000000,0.000000,0.073199,-0.056373
9.279698,0.000000,0.000000,0.066698,-0.047406
