time_s,throttle_norm,rudder_norm,speed_mps,yaw_rate_rps,segment,mode_num,gps_status,nsats,hdop
0.18002,0,0.005,0.135285,-0.0210619,0,1,3,16,0.58
0.28002,0,0.00750073,0.0843641,-0.0366282,0,1,3,16,0.58
0.38002,0,0.00999863,0.0809152,-0.049035,0,1,3,16,0.62
0.48002,0,0.00749933,0.108922,-0.0332071,0,1,3,16,0.62
0.58002,0,0.0050004,0.113366,-0.0226453,0,1,3,16,0.62
0.68002,0,0.005,0.102148,-0.0335976,0,1,3,16,0.62
0.78002,0,0.00750112,0.093525,-0.0501957,0,1,3,16,0.62
0.88002,0,0.00999963,0.0866235,-0.0554349,0,1,3,16,0.62
0.98002,0,0.01,0.0771733,-0.0426219,0,1,3,17,0.62
1.08002,0,0.00749888,0.0660302,-0.0288581,0,1,3,17,0.62
1.18002,0,0.005,0.0799892,-0.0289556,0,1,3,17,0.62
1.28002,0,0.005,0.110593,-0.0420029,0,1,3,17,0.62
1.38002,0,0.00749957,0.111855,-0.0529749,0,1,3,16,0.62
1.48002,0,0.01,0.0936458,-0.0392938,0,1,3,16,0.62
1.58002,0,0.01,0.0857039,-0.00941416,0,1,3,17,0.62
1.68002,0,0.00250172,0.0845924,-0.00739076,0,1,3,17,0.62
1.78002,0,0.0025,0.0916797,-0.0412807,0,1,3,17,0.62
1.88002,0,0.00750103,0.104216,-0.0659909,0,1,3,17,0.62
1.98002,0,0.01,0.104957,-0.0556972,0,1,3,17,0.62
2.08002,0,0.0099984,0.0978505,-0.0175597,0,1,3,17,0.62
2.18002,0,1.99964e-07,0.098437,0.00785648,0,1,3,17,0.62
2.28002,0,7.00098e-07,0.104128,-0.00718431,0,1,3,17,0.62
2.38002,0,0.00250315,0.10667,-0.041168,0,1,3,16,0.62
2.48002,0,0.01,0.107119,-0.0606518,0,1,3,16,0.62
2.58002,0,0.01,0.109476,-0.0440574,0,1,3,16,0.62
2.68002,0,0.00499845,0.1131,-0.0126718,0,1,3,16,0.62
2.78002,0,9.9961e-08,0.112904,-0.0036081,0,1,3,17,0.62
2.88002,0,0.00249913,0.110169,-0.0229579,0,1,3,17,0.62
2.98002,0,0.00499947,0.131244,-0.0432075,0,1,3,17,0.62
3.08002,0,0.00999978,0.168117,-0.0397042,0,1,3,17,0.62
3.18002,0,0.00250202,0.154426,-0.0126738,0,1,3,17,0.62
3.28002,0,6.25013e-07,0.107151,0.00810644,0,1,3,17,0.62
3.38002,0,0,0.0849329,-0.00348872,0,1,3,18,0.58
3.48002,0,0.0050023,0.100347,-0.0357269,0,1,3,18,0.58
3.58002,0,0.01,0.096693,-0.0515598,0,1,3,17,0.58
3.68002,0,0.0099997,0.0803421,-0.0243325,0,1,3,17,0.58
3.78002,0,-1.22478e-06,0.0928786,0.0113866,0,1,3,17,0.58
