time_s,throttle_norm,rudder_norm,speed_mps,yaw_rate_rps,segment,mode_num,gps_status,nsats,hdop
0.080074,0,0,0.180423,-0.0861845,0,0,3,18,0.58
0.180074,0,0,0.180341,-0.0676728,0,0,3,18,0.58
0.280074,0,0,0.156734,-0.0470106,0,0,3,18,0.58
0.380074,0,0,0.127292,-0.0550571,0,0,3,18,0.58
0.480074,0,0,0.126038,-0.0885146,0,0,3,18,0.58
0.580074,0,0,0.13175,-0.121223,0,0,3,18,0.58
0.680074,0,0,0.155509,-0.125851,0,0,3,18,0.58
0.780074,0,0,0.183734,-0.113771,0,0,3,18,0.58
0.880074,0,0,0.167519,-0.0960663,0,0,3,18,0.58
0.980074,0,0,0.1403,-0.0859498,0,0,3,18,0.58
1.08007,0,0,0.14802,-0.0979176,0,0,3,18,0.58
1.18007,0,0,0.164403,-0.125426,0,0,3,18,0.58
1.28007,0,0,0.174508,-0.14499,0,0,3,18,0.58
1.38007,0,0,0.183057,-0.134513,0,0,3,18,0.58
1.48007,0,0,0.169923,-0.0942007,0,0,3,18,0.58
1.58007,0,0,0.142437,-0.0800532,0,0,3,18,0.58
1.68007,0,0,0.150515,-0.117063,0,0,3,18,0.58
1.78007,0,0,0.167421,-0.157025,0,0,3,18,0.58
1.88007,0,0,0.169171,-0.153362,0,0,3,18,0.58
1.98007,0,0,0.160888,-0.10884,0,0,3,18,0.58
2.08007,0,0,0.156176,-0.0734887,0,0,3,18,0.58
2.18007,0,0,0.152346,-0.0861461,0,0,3,18,0.58
2.28007,0,0,0.176722,-0.122338,0,0,3,18,0.58
2.38007,0,0,0.208088,-0.133265,0,0,3,18,0.58
2.48007,0,0,0.173071,-0.113645,0,0,3,18,0.58
2.58007,0,0,0.121625,-0.0900766,0,0,3,18,0.58
2.68007,0,0,0.108506,-0.0762511,0,0,3,18,0.58
2.78007,0,0,0.104894,-0.0763395,0,0,3,18,0.58
2.88007,0,0,0.16108,-0.0981967,0,0,3,18,0.58
2.98007,0,0,0.232057,-0.120848,0,0,3,18,0.58
3.08007,0,0,0.186948,-0.117039,0,0,3,18,0.58
3.18007,0,0,0.113124,-0.0858721,0,0,3,18,0.58
3.28007,0,0,0.121039,-0.0677496,0,0,3,18,0.58
3.38007,0,0,0.149156,-0.0712365,0,0,3,18,0.58
3.48007,0,0,0.166406,-0.0850768,0,0,3,18,0.58
3.58007,0,0,0.180964,-0.103894,0,0,3,18,0.58
3.68007,0,0,0.160543,-0.102193,0,0,3,18,0.58
3.78007,0,0,0.131482,-0.0702476,0,0,3,18,0.58
3.88007,0,0,0.124243,-0.0477093,0,0,3,18,0.58
3.98007,0,0,0.122402,-0.0581865,0,0,3,18,0.58
4.08007,0,0,0.134512,-0.0878353,0,0,3,18,0.58
4.18007,0,0,0.150077,-0.105453,0,0,3,18,0.58
4.28007,0,0,0.148446,-0.0840759,0,0,3,18,0.58
4.38007,0,0,0.14255,-0.046464,0,0,3,18,0.58
4.48007,0,0,0.14107,-0.0294002,0,0,3,18,0.58
4.58007,0,0,0.14068,-0.0404653,0,0,3,18,0.58
4.68007,0,0,0.129272,-0.0681955,0,0,3,18,0.58
4.78007,0,0,0.115136,-0.0875462,0,0,3,18,0.58
4.88007,0,0,0.113511,-0.0753904,0,0,3,18,0.58
4.98007,0,0,0.114985,-0.0357467,0,0,3,18,0.58
5.08007,0,0,0.121663,-0.0202952,0,0,3,18,0.58
5.18007,0,0,0.12963,-0.0438413,0,0,3,18,0.58
5.28007,0,0,0.133642,-0.0814265,0,0,3,18,0.58
5.38007,0,0,0.136676,-0.098113,0,0,3,18,0.58
5.48007,0,0,0.144304,-0.0688954,0,0,3,18,0.58
5.58007,0,0,0.153068,-0.010524,0,0,3,18,0.58
5.68007,0,0,0.135986,0.0214247,0,0,3,18,0.58
5.78007,0,0,0.112509,-0.00790196,0,0,3,18,0.58
5.88007,0,0,0.112651,-0.0838721,0,0,3,18,0.58
5.98007,0,0,0.118631,-0.115718,0,0,3,18,0.58
6.08007,0,0,0.1276,-0.0601546,0,0,3,18,0.58
6.18007,0,0,0.138553,0.0185758,0,0,3,18,0.58
6.28007,0,0,0.139978,0.0371999,0,0,3,18,0.58
6.38007,0,0,0.139039,-0.0179639,0,0,3,18,0.58
6.48007,0,0,0.134185,-0.0816727,0,0,3,18,0.58
6.58007,0,0,0.128359,-0.0793196,0,0,3,18,0.58
6.68007,0,0,0.137603,-0.0263936,0,0,3,18,0.58
6.78007,0,0,0.150587,0.0252871,0,0,3,18,0.58
6.88007,0,0,0.175293,0.0196924,0,0,3,18,0.58
6.98007,0,0,0.202909,-0.0283782,0,0,3,18,0.58
7.08007,0,0,0.190008,-0.0623378,0,0,3,18,0.58
7.18007,0,0,0.167043,-0.0546639,0,0,3,18,0.58
7.28007,0,0,0.133788,-0.032592,0,0,3,18,0.58
7.38007,0,0,0.0936968,-0.00850213,0,0,3,18,0.58
7.48007,0,0,0.123434,0.00129939,0,0,3,18,0.58
7.58007,0,0,0.170563,-0.00108244,0,0,3,18,0.58
7.68007,0,0,0.157439,-0.000631144,0,0,3,18,0.58
7.78007,0,0,0.1294,9.45509e-05,0,0,3,18,0.58
7.88007,0,0,0.109399,-0.0257597,0,0,3,18,0.58
7.98007,0,0,0.0913941,-0.0364108,0,0,3,18,0.58
8.08007,0,0,0.125083,-0.00412763,0,0,3,18,0.58
8.18007,0,0,0.171661,0.0282682,0,0,3,18,0.58
8.28007,0,0,0.168862,0.0348645,0,0,3,18,0.58
8.38007,0,0,0.153808,0.0105563,0,0,3,18,0.58
8.48007,0,0,0.140621,-0.0353347,0,0,3,18,0.58
8.58007,0,0,0.127898,-0.0255558,0,0,3,18,0.58
8.68007,0,0,0.114303,0.0194548,0,0,3,18,0.58
8.78007,0,0,0.100492,0.0237349,0,0,3,18,0.58
8.88007,0,0,0.100138,-0.0109856,0,0,3,18,0.58
8.98007,0,0,0.103133,-0.0418541,0,0,3,18,0.58
9.08007,0,0,0.098253,-0.0378003,0,0,3,18,0.58
9.18007,0,0,0.0914094,-0.0082135,0,0,3,18,0.58
9.28007,0,0,0.1141,0.0137235,0,0,3,18,0.58
9.38007,0,0,0.144112,0.00827901,0,0,3,18,0.58
9.48007,0,0,0.144375,-0.00343933,0,0,3,18,0.58
9.58007,0,0,0.137249,-0.00739608,0,0,3,18,0.58
9.68007,0,0,0.124312,-0.011749,0,0,3,18,0.58
9.78007,0,0,0.109932,-0.0182143,0,0,3,18,0.58
9.88007,0,0,0.123007,-0.0112793,0,0,3,18,0.58
9.98007,0,0,0.142904,0.0118977,0,0,3,18,0.58
