time_s,throttle_norm,rudder_norm,measured_speed_mps,measured_yaw_rate_rps,recursive_speed_mps,recursive_yaw_rate_rps
31.779698,0.0,0.0,0.586223,-0.005058,0.7580276,0.0014492758
31.879698,0.0,0.0,0.583292,-0.003067,0.75189614,0.0017437066
31.979698,0.0,0.0,0.578091,-0.004422,0.7441469,0.0023170563
32.079698,0.0,0.0,0.559736,-0.004347,0.73487025,0.0032095783
32.179698,0.0,0.0,0.532597,-0.007578,0.7253995,0.004156919
32.279698,0.0,0.0,0.518631,-0.010621,0.7163863,0.0049021686
32.379698,0.0,0.0,0.513465,-0.011476,0.7075737,0.0053650923
32.479698,0.0,0.0,0.482943,-0.012997,0.698528,0.005659351
32.579698,0.0,0.0,0.435531,-0.00936,0.6891194,0.005970248
32.679698,0.0,0.0,0.430438,-0.007947,0.67946875,0.0063921693
32.779698,0.0,0.0,0.453637,-0.003198,0.66971886,0.006869766
32.879698,0.0,0.0,0.444298,0.004199,0.6599225,0.0072847586
32.979698,0.0,0.0,0.413312,0.006167,0.65006095,0.0075800684
33.079698,0.0,0.0,0.392254,0.004966,0.6401003,0.0077970275
33.179698,0.0,0.0,0.377823,0.01112,0.63002837,0.008013212
33.279698,0.0,0.0,0.383057,0.009808,0.6198635,0.00826483
33.379698,0.0,0.0,0.401383,0.014363,0.6096418,0.00852836
33.479698,0.0,0.0,0.393252,0.014354,0.59939563,0.008760634
33.579698,0.0,0.0,0.367468,0.00701,0.58914065,0.008944448
33.679698,0.0,0.0,0.362783,0.01589,0.5788792,0.009097649
33.779698,0.0,0.0,0.372183,0.013836,0.5686141,0.00924848
33.879698,0.0,0.0,0.353165,0.007031,0.5583586,0.009408748
33.979698,0.0,0.0,0.315213,0.009072,0.5481339,0.009569022
34.079698,0.0,0.0,0.317732,0.00603,0.53796047,0.009713914
34.179698,0.0,0.0,0.347248,0.011669,0.5278516,0.00983834
34.279698,0.0,0.0,0.32066,0.006294,0.5178147,0.009950113
34.379698,0.0,0.0,0.279986,0.009226,0.5078566,0.0100602405
34.479698,0.0,0.0,0.295004,0.013267,0.49798742,0.010172813
34.579698,0.0,0.0,0.324048,0.017135,0.48821977,0.010283651
34.679698,0.0,0.0,0.295606,0.020565,0.47856545,0.010386719
34.779698,0.0,0.0,0.252777,0.024413,0.469033,0.010480575
34.879698,0.0,0.0,0.259583,0.024011,0.45962808,0.010568988
34.979698,0.0,0.0,0.27885,0.02515,0.4503557,0.010656592
35.079698,0.0,0.0,0.271671,0.026473,0.44122195,0.010744742
35.179698,0.0,0.0,0.246828,0.029634,0.43223348,0.010831306
35.279698,0.0,0.0,0.241687,0.029971,0.4233962,0.010913721
35.379698,0.0,0.0,0.249701,0.026475,0.4147143,0.01099172
35.479698,0.0,0.0,0.245118,0.026667,0.4061906,0.011067268
35.579698,0.0,0.0,0.237368,0.036606,0.39782748,0.011142414
35.679698,0.0,0.0,0.248174,0.041683,0.3896275,0.0112174945
35.779698,0.0,0.0,0.271319,0.047426,0.38159326,0.011291343
35.879698,0.0,0.0,0.269221,0.055147,0.37372687,0.011362842
35.979698,0.0,0.0,0.260783,0.058117,0.36602947,0.011432107
36.079698,0.0,0.0,0.253712,0.051933,0.35850146,0.011500208
36.179698,0.0,0.0,0.247551,0.056045,0.35114297,0.011568061
36.279698,0.0,0.0,0.222093,0.059079,0.34395412,0.011635669
36.379698,0.0,0.0,0.183776,0.058023,0.33693486,0.011702387
36.479698,0.0,0.0,0.173712,0.059911,0.33008492,0.01176775
36.579698,0.0,0.0,0.182495,0.061189,0.32340342,0.011831948
36.679698,0.0,0.0,0.198331,0.066894,0.31688908,0.011895584
36.779698,0.0,0.0,0.218873,0.079843,0.31054047,0.011959062
36.879698,0.0,0.0,0.220726,0.083673,0.30435613,0.012022295
36.979698,0.0,0.0,0.210146,0.08899,0.29833445,0.012084936
37.079698,0.0,0.0,0.194199,0.095222,0.29247364,0.012146811
37.179698,0.0,0.0,0.174674,0.092023,0.28677163,0.012208106
37.279698,0.0,0.0,0.151505,0.08303,0.28122613,0.012269148
37.379698,0.0,0.0,0.12742,0.083473,0.27583474,0.012330091
37.479698,0.0,0.0,0.124038,0.08587,0.2705951,0.012390848
37.579698,0.0,0.0,0.12585,0.092798,0.26550475,0.012451247
37.679698,0.0,0.0,0.135581,0.100569,0.26056108,0.012511247
37.779698,0.0,0.0,0.150582,0.112295,0.25576133,0.012570974
37.879698,0.0,0.0,0.144614,0.123992,0.25110272,0.012630592
37.979698,0.0,0.0,0.124679,0.127954,0.24658243,0.012690157
38.079698,0.0,0.0,0.136574,0.119299,0.24219763,0.012749604
38.179698,0.0,0.0,0.169748,0.11618,0.23794545,0.012808849
38.279698,0.0,0.0,0.178839,0.116267,0.23382299,0.0128678875
38.379698,0.0,0.0,0.17186,0.105846,0.2298273,0.012926792
