row_index,time_s,throttle_norm,rudder_norm,measured_speed_mps,measured_yaw_rate_rps,one_step_speed_mps,one_step_yaw_rate_rps,recursive_speed_mps,recursive_yaw_rate_rps
472,47.27969741821289,0.1749899983406067,0.0,0.14369499683380127,0.08776099979877472,0.1326291412115097,0.0709705799818039,0.11265822499990463,0.042922575026750565
473,47.37969970703125,0.17999500036239624,0.0,0.17075900733470917,0.08808500319719315,0.15007969737052917,0.09860943257808685,0.11796378344297409,0.04665842279791832
474,47.479698181152344,0.18249699473381042,0.0,0.20625899732112885,0.08897200226783752,0.18108941614627838,0.08258823305368423,0.12286157160997391,0.050435081124305725
475,47.57969665527344,0.18499599397182465,0.0,0.24388499557971954,0.08286599814891815,0.22016941010951996,0.09719438850879669,0.12786783277988434,0.055445268750190735
476,47.6796989440918,0.19499599933624268,0.0,0.30619901418685913,0.06979399919509888,0.2584105432033539,0.08934955298900604,0.13353779911994934,0.061354052275419235
477,47.77969741821289,0.19999699294567108,0.0,0.38498300313949585,0.08185499906539917,0.3388977348804474,0.07946398854255676,0.14015822112560272,0.06691238284111023
478,47.87969970703125,0.20249800384044647,0.0,0.46281298995018005,0.1311340034008026,0.4217921793460846,0.11187873780727386,0.14837688207626343,0.07136887311935425
479,47.979698181152344,0.2049970030784607,0.0,0.540008008480072,0.1671459972858429,0.49652788043022156,0.1619020700454712,0.1530376672744751,0.07477996498346329
480,48.07969665527344,0.20999599993228912,0.0,0.6118230223655701,0.15241600573062897,0.5813026428222656,0.1682264506816864,0.15382646024227142,0.07799504697322845
481,48.1796989440918,0.2124979943037033,0.0,0.6822819709777832,0.13748599588871002,0.6529350280761719,0.1332472562789917,0.1540607511997223,0.08171754330396652
482,48.27969741821289,0.21250000596046448,0.0,0.7655760049819946,0.14707200229167938,0.7202486991882324,0.13528484106063843,0.15588051080703735,0.0854305699467659
483,48.37969970703125,0.21250000596046448,0.0,0.8574140071868896,0.159403994679451,0.8069892525672913,0.1554417461156845,0.1588044911623001,0.08846145123243332
484,48.479698181152344,0.21000300347805023,0.0,0.939145028591156,0.14111900329589844,0.8945568203926086,0.16086354851722717,0.1616581678390503,0.09092489629983902
485,48.57969665527344,0.2050040066242218,0.0,1.0141550302505493,0.14291700720787048,0.9653109908103943,0.12873093783855438,0.164010152220726,0.09345363080501556
486,48.6796989440918,0.2025029957294464,0.0,1.037660002708435,0.1483609974384308,1.0362229347229004,0.14416010677814484,0.16590434312820435,0.09644080698490143
487,48.77969741821289,0.20250000059604645,0.0,1.0482560396194458,0.15460999310016632,1.0373691320419312,0.14428727328777313,0.1670374870300293,0.09965947270393372
488,48.87969970703125,0.20000199973583221,0.0,1.074120044708252,0.17178499698638916,1.0606153011322021,0.14760537445545197,0.16778038442134857,0.10260672867298126
489,48.979698181152344,0.20000000298023224,0.0,1.1038119792938232,0.1540919989347458,1.086836576461792,0.16374798119068146,0.16617639362812042,0.10444463789463043
490,49.07969665527344,0.20000000298023224,0.0,1.126662015914917,0.11823400110006332,1.1082860231399536,0.1285373419523239,0.16314813494682312,0.1057887002825737
491,49.1796989440918,0.20000000298023224,0.0,1.1477899551391602,0.11673499643802643,1.1231622695922852,0.09502219408750534,0.16058649122714996,0.10776232182979584
492,49.27969741821289,0.1950020045042038,0.0,1.1579350233078003,0.11038199812173843,1.1455230712890625,0.11272180080413818,0.15906772017478943,0.1106097623705864
493,49.37969970703125,0.19499999284744263,0.0,1.1607530117034912,0.11442100256681442,1.1533780097961426,0.0989098846912384,0.15782171487808228,0.11348330974578857
494,49.479698181152344,0.19499999284744263,0.0,1.176192045211792,0.12000799924135208,1.1566128730773926,0.10721993446350098,0.1560172736644745,0.11584839969873428
495,49.57969665527344,0.19499999284744263,0.0,1.1947929859161377,0.0842989981174469,1.180635690689087,0.11030900478363037,0.15399529039859772,0.11773797124624252
496,49.6796989440918,0.19499999284744263,0.0,1.1967990398406982,0.07411500066518784,1.1964380741119385,0.06169462203979492,0.1520196944475174,0.11961901932954788
497,49.77969741821289,0.19499999284744263,0.0,1.187770962715149,0.08034700155258179,1.1876267194747925,0.07164318859577179,0.15016011893749237,0.12188410758972168
498,49.87969970703125,0.19499999284744263,0.0,1.1915580034255981,0.09181299805641174,1.1822510957717896,0.0792863667011261,0.1481018215417862,0.1245163157582283
499,49.979698181152344,0.19499999284744263,0.0,1.19855797290802,0.07888799905776978,1.1970622539520264,0.08813074231147766,0.14584936201572418,0.12704820930957794
500,50.07969665527344,0.1925020068883896,0.0,1.210157036781311,0.0834520012140274,1.200958013534546,0.06551292538642883,0.14368394017219543,0.12916888296604156
501,50.1796989440918,0.19249999523162842,0.0,1.2248259782791138,0.11476500332355499,1.2102380990982056,0.08061575889587402,0.1416970193386078,0.13104504346847534
502,50.27969741821289,0.19249999523162842,0.0,1.2080390453338623,0.12282499670982361,1.222692608833313,0.11458982527256012,0.13965347409248352,0.13314476609230042
503,50.37969970703125,0.19249999523162842,0.0,1.1702860593795776,0.11489000171422958,1.190579891204834,0.10662243515253067,0.13736648857593536,0.13549372553825378
504,50.479698181152344,0.19249999523162842,0.0,1.1991159915924072,0.10388299822807312,1.1540440320968628,0.0967993214726448,0.1349371373653412,0.13780798017978668
505,50.57969665527344,0.19249999523162842,0.0,1.2446589469909668,0.07999899983406067,1.2222145795822144,0.08932706713676453,0.13248565793037415,0.1398622691631317
506,50.6796989440918,0.19249999523162842,0.0,1.2537239789962769,0.08038599789142609,1.2511553764343262,0.06526630371809006,0.1298406720161438,0.1417255699634552
507,50.77969741821289,0.19249999523162842,0.0,1.2384439706802368,0.07378900051116943,1.2371970415115356,0.07846363633871078,0.12702754139900208,0.14358609914779663
508,50.87969970703125,0.19249999523162842,0.0,1.2411390542984009,0.04751399904489517,1.227607011795044,0.06587497889995575,0.12420153617858887,0.14555160701274872
509,50.979698181152344,0.19249999523162842,0.0,1.2483320236206055,0.045472998172044754,1.2500680685043335,0.037670381367206573,0.12134683132171631,0.14754608273506165
510,51.07969665527344,0.19249999523162842,0.0,1.2351360321044922,0.04312799870967865,1.2515106201171875,0.04946355149149895,0.1184508204460144,0.14944717288017273
511,51.1796989440918,0.19249999523162842,0.0,1.2082860469818115,0.06103400141000748,1.2277470827102661,0.041629988700151443,0.11545723676681519,0.15119533240795135
512,51.27969741821289,0.19249999523162842,0.0,1.2154059410095215,0.08091100305318832,1.2013808488845825,0.06476634740829468,0.11240704357624054,0.1528630405664444
513,51.37969970703125,0.19000299274921417,0.0,1.2310919761657715,0.10840199887752533,1.230614423751831,0.07866507768630981,0.10918112844228745,0.15451742708683014
514,51.479698181152344,0.1899999976158142,0.0,1.2395809888839722,0.11055800318717957,1.234123706817627,0.10366556793451309,0.10577785968780518,0.15617790818214417
515,51.57969665527344,0.1899999976158142,0.0,1.2462619543075562,0.09551600366830826,1.2349210977554321,0.09317067265510559,0.10225371271371841,0.1579083800315857
516,51.6796989440918,0.1899999976158142,0.0,1.2795569896697998,0.07348199933767319,1.2419233322143555,0.07832936197519302,0.09887838363647461,0.1595955640077591
517,51.77969741821289,0.1899999976158142,0.0,1.3195379972457886,0.051375001668930054,1.2890241146087646,0.06168374419212341,0.09563084691762924,0.1611221879720688
